indication_mesh_id,indication_mesh_term,n_pairs,n_genes,n_A,n_B,has_exact_candidate,best_overall_score,binary_candidate_1,binary_candidate_2,binary_candidate_3,selected_panukb_phenotype_id,mapping_tier,mapping_rationale,reviewer_notes,exclude_reason,quantitative_candidate_1,quantitative_candidate_2
D008659,Metabolic Diseases,1,1,0,1,False,43.70512820512821,"id=phecode|530|both_sexes|| | type=phecode | description=Diseases of esophagus | pops=EUR,MID | N_AFR=519 | N_AMR=95 | N_CSA=964 | N_EAS=151 | N_EUR=42944 | N_MID=172 | rank_score=43.70512820512821 | containment=0.5 | exact=False","id=phecode|530.1|both_sexes|| | type=phecode | description=Esophagitis, GERD and related diseases | pops=EUR,MID | N_AFR=478 | N_AMR=87 | N_CSA=910 | N_EAS=139 | N_EUR=40018 | N_MID=157 | rank_score=40.95454545454545 | containment=0.5 | exact=False","id=icd10|Z86|both_sexes|| | type=icd10 | description=Z86 Personal history of certain other diseases | pops=EUR,MID | N_AFR=798 | N_AMR=131 | N_CSA=1069 | N_EAS=190 | N_EUR=64593 | N_MID=230 | rank_score=39.5625 | containment=0.5 | exact=False",,,,,,"id=continuous|23105|both_sexes||irnt | type=continuous | description=Basal metabolic rate | pops=AFR,CSA,EUR | N_AFR=6458 | N_AMR=962 | N_CSA=8658 | N_EAS=2662 | N_EUR=413178 | N_MID=1535 | rank_score=42.671384343210974 | containment=0.5 | exact=False",
D009196,Myeloproliferative Disorders,1,1,0,1,False,46.66279069767442,"id=phecode|327|both_sexes|| | type=phecode | description=Sleep disorders | pops=CSA,EUR | N_AFR=141 | N_CSA=174 | N_EUR=6623 | N_MID=52 | rank_score=46.66279069767442 | containment=0.5 | exact=False","id=icd10|G47|both_sexes|| | type=icd10 | description=G47 Sleep disorders | pops=CSA,EUR | N_AFR=140 | N_CSA=173 | N_EUR=6557 | N_MID=52 | rank_score=44.87943262411347 | containment=0.5 | exact=False","id=phecode|317|both_sexes|| | type=phecode | description=Alcohol-related disorders | pops=AFR,EUR | N_AFR=129 | N_CSA=166 | N_EUR=16070 | rank_score=44.32075471698113 | containment=0.5 | exact=False",,,,,,,
D009223,Myotonic Dystrophy,1,1,0,1,False,11.88888888888889,"id=phecode|496.2|both_sexes|| | type=phecode | description=Chronic bronchitis | pops=CSA,EUR | N_AFR=77 | N_CSA=156 | N_EUR=11764 | rank_score=11.88888888888889 | containment=0.0 | exact=False","id=phecode|716|both_sexes|| | type=phecode | description=Other arthropathies | pops=EAS,EUR | N_AFR=607 | N_AMR=74 | N_CSA=881 | N_EAS=117 | N_EUR=42030 | N_MID=123 | rank_score=11.64864864864865 | containment=0.0 | exact=False","id=phecode|496.21|both_sexes|| | type=phecode | description=Obstructive chronic bronchitis | pops=CSA,EUR | N_AFR=74 | N_CSA=152 | N_EUR=11537 | rank_score=11.333333333333334 | containment=0.0 | exact=False",,,,,,,
D009303,Nasopharyngeal Neoplasms,1,1,0,1,False,13.88869715271786,"id=icd10|K21|both_sexes|| | type=icd10 | description=K21 Gastro-oesophageal reflux disease | pops=EUR,MID | N_AFR=395 | N_AMR=63 | N_CSA=729 | N_EAS=117 | N_EUR=29975 | N_MID=128 | rank_score=13.88869715271786 | containment=0.0 | exact=False","id=categorical|1538|both_sexes|0| | type=categorical | description=Major dietary changes in the last 5 years | pops=CSA,EUR | N_AFR=2892 | N_AMR=473 | N_CSA=4511 | N_EAS=1726 | N_EUR=257507 | N_MID=855 | rank_score=13.646698434309055 | containment=0.0 | exact=False","id=categorical|1538|both_sexes|1| | type=categorical | description=Major dietary changes in the last 5 years | pops=CSA,EUR | N_AFR=1260 | N_AMR=114 | N_CSA=1766 | N_EAS=236 | N_EUR=44564 | N_MID=288 | rank_score=13.646698434309055 | containment=0.0 | exact=False",,,,,,,
D018307,"Neoplasms, Squamous Cell",1,1,0,1,False,27.384050206643195,,,,,,,,,"id=continuous|30270|both_sexes||irnt | type=continuous | description=Mean sphered cell volume | pops=AFR,CSA,EUR | N_AFR=6108 | N_AMR=926 | N_CSA=8315 | N_EAS=2582 | N_EUR=401345 | N_MID=1518 | rank_score=27.384050206643195 | containment=0.3333333333333333 | exact=False","id=continuous|30140|both_sexes||irnt | type=continuous | description=Neutrophill count | pops=CSA,EUR,MID | N_AFR=6262 | N_AMR=949 | N_CSA=8502 | N_EAS=2630 | N_EUR=407265 | N_MID=1546 | rank_score=25.15340442986054 | containment=0.3333333333333333 | exact=False"
D009437,Neuralgia,1,1,0,1,False,11.716399061879848,"id=categorical|6138|both_sexes|100| | type=categorical | description=Qualifications | pops=AFR,CSA,EAS,EUR,MID | N_AFR=931 | N_AMR=130 | N_CSA=1412 | N_EAS=358 | N_EUR=73293 | N_MID=252 | rank_score=11.716399061879848 | containment=0.0 | exact=False","id=categorical|6138|both_sexes|2| | type=categorical | description=Qualifications | pops=EAS,EUR | N_AFR=880 | N_AMR=177 | N_CSA=1399 | N_EAS=416 | N_EUR=112131 | N_MID=272 | rank_score=11.716399061879848 | containment=0.0 | exact=False","id=categorical|6138|both_sexes|3| | type=categorical | description=Qualifications | pops=CSA,EUR,MID | N_AFR=2078 | N_AMR=250 | N_CSA=2398 | N_EAS=574 | N_EUR=195589 | N_MID=353 | rank_score=11.716399061879848 | containment=0.0 | exact=False",,,,,,,
D018242,"Neuroectodermal Tumors, Primitive",1,1,0,1,False,13.049280504632366,"id=categorical|6160|both_sexes|1| | type=categorical | description=Leisure/social activities | pops=AFR,CSA,EUR | N_AFR=1545 | N_AMR=256 | N_CSA=1973 | N_EAS=711 | N_EUR=125667 | N_MID=357 | rank_score=13.049280504632366 | containment=0.0 | exact=False","id=categorical|6160|both_sexes|100| | type=categorical | description=Leisure/social activities | pops=AFR,CSA,EUR,MID | N_AFR=1603 | N_AMR=290 | N_CSA=3026 | N_EAS=962 | N_EUR=126966 | N_MID=612 | rank_score=13.049280504632366 | containment=0.0 | exact=False","id=categorical|6160|both_sexes|4| | type=categorical | description=Leisure/social activities | pops=CSA,EUR | N_AFR=509 | N_AMR=125 | N_CSA=448 | N_EAS=222 | N_EUR=29885 | N_MID=148 | rank_score=13.049280504632366 | containment=0.0 | exact=False",,,,,,,
D065626,Non-alcoholic Fatty Liver Disease,1,1,0,1,False,27.062937062937063,"id=icd10|E11|both_sexes|| | type=icd10 | description=E11 Non-insulin-dependent diabetes mellitus | pops=CSA,EUR | N_AFR=792 | N_CSA=1662 | N_EAS=152 | N_EUR=22634 | N_MID=170 | rank_score=26.22835013064576 | containment=0.25 | exact=False","id=categorical|20002|both_sexes|1065| | type=categorical | description=Non-cancer illness code, self-reported | pops=CSA,EAS,EUR | N_AFR=2519 | N_AMR=203 | N_CSA=2564 | N_EAS=563 | N_EUR=109307 | N_MID=374 | rank_score=25.025755177417224 | containment=0.25 | exact=False","id=categorical|20002|both_sexes|1074| | type=categorical | description=Non-cancer illness code, self-reported | pops=CSA,EUR | N_AFR=150 | N_CSA=494 | N_EUR=13408 | N_MID=72 | rank_score=25.025755177417224 | containment=0.25 | exact=False",,,,,,"id=continuous|NAP|both_sexes||irnt | type=continuous | description=Non-albumin protein | pops=CSA,EAS,EUR | N_AFR=5765 | N_AMR=858 | N_CSA=7707 | N_EAS=2344 | N_EUR=368642 | N_MID=1367 | rank_score=27.062937062937063 | containment=0.3333333333333333 | exact=False",
D009293,Opioid-Related Disorders,1,1,1,0,False,64.3265306122449,"id=phecode|317|both_sexes|| | type=phecode | description=Alcohol-related disorders | pops=AFR,EUR | N_AFR=129 | N_CSA=166 | N_EUR=16070 | rank_score=64.3265306122449 | containment=0.6666666666666666 | exact=False","id=phecode|327|both_sexes|| | type=phecode | description=Sleep disorders | pops=CSA,EUR | N_AFR=141 | N_CSA=174 | N_EUR=6623 | N_MID=52 | rank_score=44.282051282051285 | containment=0.5 | exact=False","id=icd10|G47|both_sexes|| | type=icd10 | description=G47 Sleep disorders | pops=CSA,EUR | N_AFR=140 | N_CSA=173 | N_EUR=6557 | N_MID=52 | rank_score=36.33782129742962 | containment=0.3333333333333333 | exact=False",,,,,,,
D016584,Panic Disorder,1,1,0,1,False,16.793103448275865,"id=phecode|327|both_sexes|| | type=phecode | description=Sleep disorders | pops=CSA,EUR | N_AFR=141 | N_CSA=174 | N_EUR=6623 | N_MID=52 | rank_score=16.793103448275865 | containment=0.0 | exact=False","id=icd10|G47|both_sexes|| | type=icd10 | description=G47 Sleep disorders | pops=CSA,EUR | N_AFR=140 | N_CSA=173 | N_EUR=6557 | N_MID=52 | rank_score=16.549783549783548 | containment=0.0 | exact=False","id=phecode|318|both_sexes|| | type=phecode | description=Tobacco use disorder | pops=EAS,EUR | N_AFR=254 | N_CSA=275 | N_EAS=50 | N_EUR=14988 | N_MID=81 | rank_score=15.941176470588236 | containment=0.0 | exact=False",,,,,,,
D010493,Pericarditis,1,1,0,1,False,13.666666666666666,"id=phecode|496.2|both_sexes|| | type=phecode | description=Chronic bronchitis | pops=CSA,EUR | N_AFR=77 | N_CSA=156 | N_EUR=11764 | rank_score=13.666666666666666 | containment=0.0 | exact=False","id=phecode|716.2|both_sexes|| | type=phecode | description=Unspecified monoarthritis | pops=CSA,EAS,EUR,MID | N_AFR=341 | N_CSA=504 | N_EAS=63 | N_EUR=20094 | N_MID=63 | rank_score=12.72972972972973 | containment=0.0 | exact=False","id=phecode|411|both_sexes|| | type=phecode | description=Ischemic Heart Disease | pops=CSA,EUR | N_AFR=400 | N_AMR=69 | N_CSA=1374 | N_EAS=103 | N_EUR=37672 | N_MID=163 | rank_score=12.411764705882351 | containment=0.0 | exact=False",,,,,,,
D016491,Peripheral Vascular Diseases,1,1,0,1,False,39.53061224489796,"id=phecode|530|both_sexes|| | type=phecode | description=Diseases of esophagus | pops=EUR,MID | N_AFR=519 | N_AMR=95 | N_CSA=964 | N_EAS=151 | N_EUR=42944 | N_MID=172 | rank_score=39.53061224489796 | containment=0.5 | exact=False","id=phecode|530.1|both_sexes|| | type=phecode | description=Esophagitis, GERD and related diseases | pops=EUR,MID | N_AFR=478 | N_AMR=87 | N_CSA=910 | N_EAS=139 | N_EUR=40018 | N_MID=157 | rank_score=32.23076923076923 | containment=0.3333333333333333 | exact=False","id=icd10|Z86|both_sexes|| | type=icd10 | description=Z86 Personal history of certain other diseases | pops=EUR,MID | N_AFR=798 | N_AMR=131 | N_CSA=1069 | N_EAS=190 | N_EUR=64593 | N_MID=230 | rank_score=32.18918918918919 | containment=0.3333333333333333 | exact=False",,,,,,,
D000072861,"Phobia, Social",1,1,0,1,False,41.46800098838646,"id=categorical|6160|both_sexes|1| | type=categorical | description=Leisure/social activities | pops=AFR,CSA,EUR | N_AFR=1545 | N_AMR=256 | N_CSA=1973 | N_EAS=711 | N_EUR=125667 | N_MID=357 | rank_score=41.46800098838646 | containment=0.5 | exact=False","id=categorical|6160|both_sexes|100| | type=categorical | description=Leisure/social activities | pops=AFR,CSA,EUR,MID | N_AFR=1603 | N_AMR=290 | N_CSA=3026 | N_EAS=962 | N_EUR=126966 | N_MID=612 | rank_score=41.46800098838646 | containment=0.5 | exact=False","id=categorical|6160|both_sexes|4| | type=categorical | description=Leisure/social activities | pops=CSA,EUR | N_AFR=509 | N_AMR=125 | N_CSA=448 | N_EAS=222 | N_EUR=29885 | N_MID=148 | rank_score=41.46800098838646 | containment=0.5 | exact=False",,,,,,,
D010787,Photosensitivity Disorders,1,1,0,1,False,46.23170731707317,"id=phecode|327|both_sexes|| | type=phecode | description=Sleep disorders | pops=CSA,EUR | N_AFR=141 | N_CSA=174 | N_EUR=6623 | N_MID=52 | rank_score=46.23170731707317 | containment=0.5 | exact=False","id=icd10|G47|both_sexes|| | type=icd10 | description=G47 Sleep disorders | pops=CSA,EUR | N_AFR=140 | N_CSA=173 | N_EUR=6557 | N_MID=52 | rank_score=44.02777777777778 | containment=0.5 | exact=False","id=phecode|317|both_sexes|| | type=phecode | description=Alcohol-related disorders | pops=AFR,EUR | N_AFR=129 | N_CSA=166 | N_EUR=16070 | rank_score=43.98039215686275 | containment=0.5 | exact=False",,,,,,,
D010916,Pityriasis Rubra Pilaris,1,1,0,1,False,11.327936414483368,"id=categorical|1677|both_sexes|1677| | type=categorical | description=Breastfed as a baby | pops=AFR,CSA,EUR,MID | N_AFR=5371 | N_AMR=653 | N_CSA=7023 | N_EAS=1769 | N_EUR=227321 | N_MID=1174 | rank_score=11.327936414483368 | containment=0.0 | exact=False","id=icd10|M16|both_sexes|| | type=icd10 | description=M16 Coxarthrosis [arthrosis of hip] | pops=CSA,EUR | N_AFR=71 | N_CSA=60 | N_EUR=14999 | rank_score=11.070175438596491 | containment=0.0 | exact=False","id=categorical|6155|both_sexes|100| | type=categorical | description=Vitamin and mineral supplements | pops=CSA,EUR | N_AFR=3398 | N_AMR=548 | N_CSA=5284 | N_EAS=1604 | N_EUR=287888 | N_MID=1066 | rank_score=11.034602076124568 | containment=0.0 | exact=False",,,,,,,
D011085,Polycystic Ovary Syndrome,1,1,1,0,False,13.24172775906479,"id=categorical|2335|both_sexes|2335| | type=categorical | description=Chest pain or discomfort | pops=CSA,EUR | N_AFR=1620 | N_AMR=192 | N_CSA=1865 | N_EAS=491 | N_EUR=65852 | N_MID=363 | rank_score=13.24172775906479 | containment=0.0 | exact=False","id=icd10|N20|both_sexes|| | type=icd10 | description=N20 Calculus of kidney and ureter | pops=CSA,EUR | N_AFR=59 | N_CSA=154 | N_EUR=5530 | rank_score=11.868258178603009 | containment=0.0 | exact=False","id=categorical|5001|both_sexes|5001| | type=categorical | description=FI7 : synonym | pops=CSA,EUR | N_AFR=744 | N_AMR=100 | N_CSA=838 | N_EAS=189 | N_EUR=85333 | N_MID=152 | rank_score=11.60056258790436 | containment=0.0 | exact=False",,,,,,,
D011087,Polycythemia Vera,1,1,1,0,False,12.305210918114144,"id=icd10|I25|both_sexes|| | type=icd10 | description=I25 Chronic ischaemic heart disease | pops=CSA,EUR | N_AFR=302 | N_AMR=52 | N_CSA=1205 | N_EAS=83 | N_EUR=31148 | N_MID=136 | rank_score=12.305210918114144 | containment=0.0 | exact=False","id=phecode|411|both_sexes|| | type=phecode | description=Ischemic Heart Disease | pops=CSA,EUR | N_AFR=400 | N_AMR=69 | N_CSA=1374 | N_EAS=103 | N_EUR=37672 | N_MID=163 | rank_score=12.230769230769232 | containment=0.0 | exact=False","id=icd10|Z86|both_sexes|| | type=icd10 | description=Z86 Personal history of certain other diseases | pops=EUR,MID | N_AFR=798 | N_AMR=131 | N_CSA=1069 | N_EAS=190 | N_EUR=64593 | N_MID=230 | rank_score=11.597030209933436 | containment=0.0 | exact=False",,,,,,,
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,1,0,1,False,23.153439153439155,,,,,,,,,"id=continuous|30270|both_sexes||irnt | type=continuous | description=Mean sphered cell volume | pops=AFR,CSA,EUR | N_AFR=6108 | N_AMR=926 | N_CSA=8315 | N_EAS=2582 | N_EUR=401345 | N_MID=1518 | rank_score=23.153439153439155 | containment=0.25 | exact=False","id=continuous|30000|both_sexes||irnt | type=continuous | description=White blood cell (leukocyte) count | pops=CSA,EUR | N_AFR=6281 | N_AMR=950 | N_CSA=8532 | N_EAS=2632 | N_EUR=407990 | N_MID=1548 | rank_score=20.15103287517081 | containment=0.2 | exact=False"
D055728,Primary Myelofibrosis,1,1,1,0,False,13.666666666666666,"id=phecode|411.4|both_sexes|| | type=phecode | description=Coronary atherosclerosis | pops=CSA,EUR | N_AFR=191 | N_CSA=1028 | N_EAS=59 | N_EUR=23888 | N_MID=114 | rank_score=13.666666666666666 | containment=0.0 | exact=False","id=phecode|594|both_sexes|| | type=phecode | description=Urinary calculus | pops=CSA,EUR | N_AFR=90 | N_CSA=206 | N_EUR=7593 | N_MID=54 | rank_score=11.64864864864865 | containment=0.0 | exact=False","id=phecode|250|both_sexes|| | type=phecode | description=Diabetes mellitus | pops=CSA,EUR | N_AFR=843 | N_CSA=1695 | N_EAS=154 | N_EUR=24348 | N_MID=175 | rank_score=11.421052631578949 | containment=0.0 | exact=False",,,,,,,
D011470,Prostatic Hyperplasia,1,1,1,0,False,15.095238095238097,"id=icd10|K44|both_sexes|| | type=icd10 | description=K44 Diaphragmatic hernia | pops=EUR,MID | N_AFR=326 | N_AMR=70 | N_CSA=660 | N_EAS=88 | N_EUR=33359 | N_MID=139 | rank_score=15.095238095238097 | containment=0.0 | exact=False","id=phecode|550.2|both_sexes|| | type=phecode | description=Diaphragmatic hernia | pops=CSA,EUR,MID | N_AFR=326 | N_AMR=70 | N_CSA=660 | N_EAS=88 | N_EUR=33482 | N_MID=139 | rank_score=14.707317073170731 | containment=0.0 | exact=False","id=phecode|401.1|both_sexes|| | type=phecode | description=Essential hypertension | pops=CSA,EUR | N_AFR=2026 | N_AMR=158 | N_CSA=2682 | N_EAS=431 | N_EUR=94062 | N_MID=346 | rank_score=13.232558139534884 | containment=0.0 | exact=False",,,,,,,
D011628,"Puberty, Delayed",1,1,1,0,False,12.655172413793103,"id=categorical|20004|both_sexes|1477| | type=categorical | description=Operation code | pops=EUR,MID | N_AFR=557 | N_AMR=118 | N_CSA=666 | N_EAS=254 | N_EUR=21130 | N_MID=102 | rank_score=12.655172413793103 | containment=0.0 | exact=False","id=categorical|20004|both_sexes|1478| | type=categorical | description=Operation code | pops=AFR,EUR | N_AFR=129 | N_AMR=101 | N_CSA=233 | N_EAS=85 | N_EUR=65576 | N_MID=112 | rank_score=12.655172413793103 | containment=0.0 | exact=False","id=categorical|20004|both_sexes|1479| | type=categorical | description=Operation code | pops=AFR,EUR | N_AFR=66 | N_CSA=150 | N_EUR=17168 | rank_score=12.655172413793103 | containment=0.0 | exact=False",,,,,,"id=continuous|4194|both_sexes||irnt | type=continuous | description=Pulse rate | pops=CSA,EUR,MID | N_AFR=3852 | N_AMR=443 | N_CSA=5650 | N_EAS=1206 | N_EUR=136938 | N_MID=727 | rank_score=11.028571428571428 | containment=0.0 | exact=False",
D011655,Pulmonary Embolism,1,1,1,0,False,40.44711538461539,"id=icd10|J44|both_sexes|| | type=icd10 | description=J44 Other chronic obstructive pulmonary disease | pops=CSA,EUR | N_AFR=74 | N_CSA=152 | N_EUR=11536 | rank_score=40.44711538461539 | containment=0.5 | exact=False","id=phecode|411.4|both_sexes|| | type=phecode | description=Coronary atherosclerosis | pops=CSA,EUR | N_AFR=191 | N_CSA=1028 | N_EAS=59 | N_EUR=23888 | N_MID=114 | rank_score=13.476190476190476 | containment=0.0 | exact=False","id=phecode|594|both_sexes|| | type=phecode | description=Urinary calculus | pops=CSA,EUR | N_AFR=90 | N_CSA=206 | N_EUR=7593 | N_MID=54 | rank_score=12.411764705882351 | containment=0.0 | exact=False",,,,,,"id=continuous|20153|both_sexes||irnt | type=continuous | description=Forced expiratory volume in 1-second (FEV1), predicted | pops=EUR,MID | N_AMR=138 | N_EUR=137532 | N_MID=130 | rank_score=27.924086905284835 | containment=0.5 | exact=False",
D012164,Retinal Diseases,1,1,0,1,False,44.148648648648646,"id=phecode|530|both_sexes|| | type=phecode | description=Diseases of esophagus | pops=EUR,MID | N_AFR=519 | N_AMR=95 | N_CSA=964 | N_EAS=151 | N_EUR=42944 | N_MID=172 | rank_score=44.148648648648646 | containment=0.5 | exact=False","id=phecode|530.1|both_sexes|| | type=phecode | description=Esophagitis, GERD and related diseases | pops=EUR,MID | N_AFR=478 | N_AMR=87 | N_CSA=910 | N_EAS=139 | N_EUR=40018 | N_MID=157 | rank_score=40.5566037735849 | containment=0.5 | exact=False","id=icd10|Z86|both_sexes|| | type=icd10 | description=Z86 Personal history of certain other diseases | pops=EUR,MID | N_AFR=798 | N_AMR=131 | N_CSA=1069 | N_EAS=190 | N_EUR=64593 | N_MID=230 | rank_score=40.22043010752689 | containment=0.5 | exact=False",,,,,,,
D012170,Retinal Vein Occlusion,1,1,0,1,False,13.909090909090908,"id=phecode|401.1|both_sexes|| | type=phecode | description=Essential hypertension | pops=CSA,EUR | N_AFR=2026 | N_AMR=158 | N_CSA=2682 | N_EAS=431 | N_EUR=94062 | N_MID=346 | rank_score=13.909090909090908 | containment=0.0 | exact=False","id=categorical|4294|both_sexes|0| | type=categorical | description=Final attempt correct | pops=CSA,EUR | N_AFR=541 | N_AMR=61 | N_CSA=822 | N_EAS=166 | N_EUR=5328 | N_MID=110 | rank_score=13.538759689922482 | containment=0.0 | exact=False","id=phecode|594|both_sexes|| | type=phecode | description=Urinary calculus | pops=CSA,EUR | N_AFR=90 | N_CSA=206 | N_EUR=7593 | N_MID=54 | rank_score=12.473684210526317 | containment=0.0 | exact=False",,,,,,"id=continuous|30510|both_sexes||irnt | type=continuous | description=Creatinine (enzymatic) in urine | pops=CSA,EUR | N_AFR=6378 | N_AMR=938 | N_CSA=8469 | N_EAS=2621 | N_EUR=408485 | N_MID=1525 | rank_score=11.821078431372548 | containment=0.0 | exact=False",
D012208,Rhabdomyosarcoma,1,1,0,1,False,13.0,"id=phecode|550|both_sexes|| | type=phecode | description=Abdominal hernia | pops=EAS,EUR | N_AFR=617 | N_AMR=112 | N_EAS=128 | N_EUR=56668 | N_MID=224 | rank_score=13.0 | containment=0.0 | exact=False","id=phecode|785|both_sexes|| | type=phecode | description=Abdominal pain | pops=CSA,EUR | N_AFR=998 | N_AMR=141 | N_CSA=1237 | N_EAS=289 | N_EUR=47295 | N_MID=235 | rank_score=12.333333333333334 | containment=0.0 | exact=False","id=phecode|716.9|both_sexes|| | type=phecode | description=Arthropathy NOS | pops=EAS,EUR | N_AFR=605 | N_AMR=74 | N_CSA=880 | N_EAS=117 | N_EUR=41824 | N_MID=122 | rank_score=10.741935483870968 | containment=0.0 | exact=False",,,,,,,
D012220,Rhinitis,1,1,0,1,False,53.90425531914894,"id=categorical|6152|both_sexes|100| | type=categorical | description=Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | pops=CSA,EUR | N_AFR=4236 | N_AMR=627 | N_CSA=5986 | N_EAS=1517 | N_EUR=285088 | N_MID=1121 | rank_score=53.90425531914894 | containment=1.0 | exact=False","id=categorical|6152|both_sexes|8| | type=categorical | description=Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | pops=CSA,EUR | N_AFR=782 | N_AMR=103 | N_CSA=1041 | N_EAS=232 | N_EUR=48560 | N_MID=173 | rank_score=53.90425531914894 | containment=1.0 | exact=False","id=phecode|496.2|both_sexes|| | type=phecode | description=Chronic bronchitis | pops=CSA,EUR | N_AFR=77 | N_CSA=156 | N_EUR=11764 | rank_score=12.230769230769232 | containment=0.0 | exact=False",,,,,,,
D012507,Sarcoidosis,1,1,0,1,False,14.2,"id=phecode|740|both_sexes|| | type=phecode | description=Osteoarthrosis | pops=EUR,MID | N_AFR=423 | N_AMR=53 | N_CSA=547 | N_EAS=74 | N_EUR=36073 | N_MID=86 | rank_score=14.2 | containment=0.0 | exact=False","id=phecode|496.2|both_sexes|| | type=phecode | description=Chronic bronchitis | pops=CSA,EUR | N_AFR=77 | N_CSA=156 | N_EUR=11764 | rank_score=11.275862068965518 | containment=0.0 | exact=False","id=phecode|411.4|both_sexes|| | type=phecode | description=Coronary atherosclerosis | pops=CSA,EUR | N_AFR=191 | N_CSA=1028 | N_EAS=59 | N_EUR=23888 | N_MID=114 | rank_score=11.0 | containment=0.0 | exact=False",,,,,,,
D020178,"Sleep Disorders, Circadian Rhythm",1,1,1,0,False,75.76595744680851,"id=phecode|327|both_sexes|| | type=phecode | description=Sleep disorders | pops=CSA,EUR | N_AFR=141 | N_CSA=174 | N_EUR=6623 | N_MID=52 | rank_score=75.76595744680851 | containment=1.0 | exact=False","id=icd10|G47|both_sexes|| | type=icd10 | description=G47 Sleep disorders | pops=CSA,EUR | N_AFR=140 | N_CSA=173 | N_EUR=6557 | N_MID=52 | rank_score=58.069053708439895 | containment=0.6666666666666666 | exact=False","id=phecode|327.3|both_sexes|| | type=phecode | description=Sleep apnea | pops=CSA,EUR | N_AFR=127 | N_CSA=151 | N_EUR=5621 | rank_score=38.94186046511628 | containment=0.5 | exact=False",,,,,,"id=continuous|1160|both_sexes|| | type=continuous | description=Sleep duration | pops=EUR,MID | N_AFR=6382 | N_AMR=959 | N_EAS=2631 | N_EUR=418009 | N_MID=1547 | rank_score=37.19565217391305 | containment=0.5 | exact=False",
D055752,Small Cell Lung Carcinoma,1,1,0,1,False,24.833731364886376,"id=categorical|20111|both_sexes|1| | type=categorical | description=Illnesses of siblings | pops=AFR,EUR | N_AFR=233 | N_AMR=57 | N_CSA=1178 | N_EAS=191 | N_EUR=34434 | N_MID=132 | rank_score=19.754128997220715 | containment=0.25 | exact=False","id=categorical|20111|both_sexes|100| | type=categorical | description=Illnesses of siblings | pops=CSA,EUR | N_AFR=2911 | N_AMR=514 | N_CSA=3631 | N_EAS=1325 | N_EUR=223101 | N_MID=767 | rank_score=19.754128997220715 | containment=0.25 | exact=False","id=categorical|20111|both_sexes|101| | type=categorical | description=Illnesses of siblings | pops=AFR,EUR | N_AFR=4471 | N_AMR=635 | N_CSA=6489 | N_EAS=1930 | N_EUR=281648 | N_MID=1060 | rank_score=19.754128997220715 | containment=0.25 | exact=False",,,,,,"id=continuous|30270|both_sexes||irnt | type=continuous | description=Mean sphered cell volume | pops=AFR,CSA,EUR | N_AFR=6108 | N_AMR=926 | N_CSA=8315 | N_EAS=2582 | N_EUR=401345 | N_MID=1518 | rank_score=24.833731364886376 | containment=0.25 | exact=False","id=continuous|30000|both_sexes||irnt | type=continuous | description=White blood cell (leukocyte) count | pops=CSA,EUR | N_AFR=6281 | N_AMR=950 | N_CSA=8532 | N_EAS=2632 | N_EUR=407990 | N_MID=1548 | rank_score=22.11821500058872 | containment=0.25 | exact=False"
D058496,Smith-Magenis Syndrome,1,1,1,0,False,12.517106549364613,"id=categorical|5001|both_sexes|5001| | type=categorical | description=FI7 : synonym | pops=CSA,EUR | N_AFR=744 | N_AMR=100 | N_CSA=838 | N_EAS=189 | N_EUR=85333 | N_MID=152 | rank_score=12.517106549364613 | containment=0.0 | exact=False","id=phecode|306|both_sexes|| | type=phecode | description=Other mental disorder | pops=EAS,EUR | N_AFR=310 | N_AMR=84 | N_CSA=464 | N_EAS=86 | N_EUR=39711 | N_MID=143 | rank_score=12.30232558139535 | containment=0.0 | exact=False","id=categorical|120|both_sexes|1| | type=categorical | description=Birth weight known | pops=AFR,CSA,EAS,EUR | N_AFR=1715 | N_AMR=279 | N_CSA=2005 | N_EAS=704 | N_EUR=238519 | N_MID=322 | rank_score=11.454545454545457 | containment=0.0 | exact=False",,,,,,,
D013276,Stomach Ulcer,1,1,0,1,False,12.696969696969695,"id=phecode|318|both_sexes|| | type=phecode | description=Tobacco use disorder | pops=EAS,EUR | N_AFR=254 | N_CSA=275 | N_EAS=50 | N_EUR=14988 | N_MID=81 | rank_score=12.696969696969695 | containment=0.0 | exact=False","id=icd10|K42|both_sexes|| | type=icd10 | description=K42 Umbilical hernia | pops=CSA,EUR | N_AFR=105 | N_CSA=90 | N_EUR=4511 | rank_score=12.124579124579125 | containment=0.0 | exact=False","id=phecode|740|both_sexes|| | type=phecode | description=Osteoarthrosis | pops=EUR,MID | N_AFR=423 | N_AMR=53 | N_CSA=547 | N_EAS=74 | N_EUR=36073 | N_MID=86 | rank_score=11.88888888888889 | containment=0.0 | exact=False",,,,,,,
